Datetime,Close,High,Low,Open,pdh,pdl,pdc,pp,r1,r2,s1,s2,bull_trigger,bear_trigger
2026-04-01 13:30:00,22776.75,22808.349609375,22760.099609375,22808.349609375,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 13:35:00,22764.75,22776.349609375,22748.5,22776.25,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 13:40:00,22675.150390625,22763.900390625,22649.75,22763.900390625,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 13:45:00,22703.19921875,22720.5,22658.69921875,22674.849609375,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 13:50:00,22697.94921875,22708.599609375,22691.5,22702.44921875,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 13:55:00,22703.650390625,22725.900390625,22690.5,22697.55078125,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:00:00,22720.80078125,22730.5,22688.19921875,22703.75,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:05:00,22737.25,22739.849609375,22715.44921875,22720.650390625,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:10:00,22753.0,22756.599609375,22727.900390625,22739.0,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:15:00,22742.05078125,22756.80078125,22723.75,22754.349609375,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:20:00,22723.400390625,22743.099609375,22709.94921875,22741.349609375,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:25:00,22733.400390625,22736.0,22717.0,22723.150390625,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:30:00,22709.150390625,22734.900390625,22704.44921875,22734.55078125,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:35:00,22667.75,22709.349609375,22665.19921875,22708.25,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,True
2026-04-01 14:40:00,22662.650390625,22678.55078125,22641.400390625,22666.19921875,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:45:00,22641.19921875,22662.5,22619.05078125,22660.599609375,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:50:00,22657.19921875,22666.75,22629.80078125,22640.900390625,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 14:55:00,22647.80078125,22685.349609375,22644.849609375,22656.80078125,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 15:00:00,22676.75,22692.55078125,22651.25,22651.25,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 15:05:00,22682.099609375,22684.400390625,22669.900390625,22676.94921875,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 15:10:00,22671.650390625,22691.30078125,22670.05078125,22682.75,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 15:15:00,22681.099609375,22688.5,22668.599609375,22671.099609375,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 15:20:00,22683.5,22683.900390625,22672.94921875,22681.25,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-01 15:25:00,22703.150390625,22706.30078125,22674.599609375,22683.55078125,22714.1,22283.85,22331.4,22443.1,22602.4,22873.35,22172.15,22012.85,False,False
2026-04-02 09:15:00,22228.0,22383.400390625,22209.5,22383.400390625,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 09:20:00,22252.150390625,22255.94921875,22215.599609375,22226.349609375,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 09:25:00,22245.55078125,22261.599609375,22236.349609375,22251.44921875,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 09:30:00,22255.400390625,22268.75,22239.44921875,22244.44921875,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 09:35:00,22251.44921875,22290.75,22244.0,22255.400390625,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 09:40:00,22262.55078125,22278.099609375,22244.0,22249.900390625,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 09:45:00,22235.650390625,22273.19921875,22227.349609375,22264.44921875,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 09:50:00,22221.150390625,22241.69921875,22212.69921875,22235.69921875,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 09:55:00,22206.5,22227.55078125,22205.849609375,22220.80078125,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 10:00:00,22215.099609375,22229.80078125,22190.44921875,22206.80078125,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 10:05:00,22186.400390625,22216.099609375,22184.69921875,22216.099609375,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 10:10:00,22234.349609375,22236.650390625,22183.30078125,22186.349609375,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 10:15:00,22205.349609375,22234.5,22190.650390625,22234.5,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 10:20:00,22191.30078125,22226.5,22189.44921875,22206.55078125,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 10:25:00,22217.650390625,22221.400390625,22188.94921875,22189.75,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
2026-04-02 10:30:00,22214.0,22229.0,22208.5,22216.849609375,22941.3,22618.6,22679.4,22746.45,22874.25,23069.15,22551.55,22423.75,False,False
